IDLink;Title;Source;Topic;PublishDate;SentimentTitle;SentimentHeadline;Facebook;GooglePlus;LinkedIn
13841;Where to go in 2016: Our annual roundup of travel suggestions;Toronto Sun;economy;04.01.2016 8:40;-0.0197642353760524;-0.100222965717159;95;1;6
13725;How frugal innovation can kickstart the global economy in 2016;The Conversation UK;economy;04.01.2016 11:00;-0.0833333333333333;-0.0130321508785672;18;2;25
13757;The World Economy's Labor Pains;Project Syndicate;economy;04.01.2016 11:20;-0.223606797749979;-0.0611010092660779;23;8;54
13724;Fears for pensions as FTSE 100 loses 34BILLION in less than an ...;Express.co.uk;economy;04.01.2016 11:20;-0.0942222951805511;-0.32971341722775;51;1;20
13938;2016 Will Be (Another) Test Of The Economic Recovery;FiveThirtyEight;economy;04.01.2016 12:00;0.0441941738241592;-0.1418679150427;21;1;10
13728;Gig Economy Workers Need Benefits and Job Protections. Now.;WIRED;economy;04.01.2016 12:03;-0.0303819444444447;-0.0788854769594235;100;30;101
13857;Saudi Arabia has a giant mess on its hands;Washington Post;economy;04.01.2016 12:20;-0.21875;0.0208333333333334;751;10;338
13743;The Future of Work: Rebooting WorkProgramming the Economy ...;Pacific Standard;economy;04.01.2016 12:40;0.0269097222222222;-0.16479996918864;146;17;212
13732;China, euro zone factories suggest global economy still fragile;Reuters;economy;04.01.2016 12:51;0.278108465608465;-0.0693355164719727;141;10;61
13736;Alberta's oil economy forced to 'recalibrate': economist;CTV News;economy;04.01.2016 13:14;-0.165359456941537;-0.123087639090275;34;1;157
13954;6 Forecasts for P/C Insurance in 2016;Insurance Journal;economy;04.01.2016 14:44;0;-0.241227570440737;15;2;85
13768;The Global Economy in 2016;International Monetary Fund;economy;04.01.2016 14:57;0;0.1875;10;1;48
13875;Daily chart;The Economist (blog);economy;04.01.2016 15:00;0.176776695296637;-0.204579272096243;58;3;73
13900;Nebraska Economy Looking Good In The Long Run;WOWT;economy;04.01.2016 15:00;0.234781548440846;0.108265988774333;2;1;1
13816;US Stocks Dive on Fresh Evidence of China Economic Slowdown;NBCNews.com;economy;04.01.2016 15:20;0.105409255338946;-0.0492325699856984;594;74;11
13796;Responses to International conspiracy to ruin Nigerian economy;Vanguard;economy;04.01.2016 15:24;-0.0452595690859917;-0.115117332760677;33;1;1
13795;2016 economy: Markets start on mixed fundamentals;Vanguard;economy;04.01.2016 15:26;0;0.386426298394544;34;1;3
13794;JPMorgan downgrades all but one emerging economy;RT;economy;04.01.2016 15:34;0.188982236504614;-0.517090719796826;193;2;23
13871;Global Stocks Drop On Worries About China's Economy;Voice of America;economy;04.01.2016 16:00;0.195190934390037;-0.0892159328895244;9;2;8
13803;United Airlines add bundled perks packages to Economy Plus;USA TODAY;economy;04.01.2016 16:09;0.458333333333333;0.368242689773237;21;4;6
13811;Lopsided economy;Livemint;economy;04.01.2016 16:20;0;-0.167245936274945;10;1;1
13842;2016: The global green economy's best year yet?;Business Green (blog);economy;04.01.2016 16:40;0;0.133647576393355;8;1;1
13815;China's economy hangs on three huge 'ifs'  and none of them are ...;Business Insider;economy;04.01.2016 16:49;-0.259807621135332;0.0137012121465845;21;2;32
13872;Another Slow Year for the Global Economy;Project Syndicate;economy;04.01.2016 17:00;-0.106302508033845;-0.200314422984356;64;4;11
13830;5 Expert Predictions for the Global Economy in 2016;The Atlantic;economy;04.01.2016 17:30;0;-0.0799502686333539;115;4;73
13843;Pennsylvania and N.J. CPAs Worried about Local Economy;Accounting Today;economy;04.01.2016 18:03;-0.125;-0.115837330066939;2;1;40
13848;Why the Great Malaise of the World Economy Continues in 2016;Huffington Post;economy;04.01.2016 18:20;-0.426907484122731;0.220071725836799;61;4;7
13863;US economy lost steam at end of year, Atlanta Fed signals;MarketWatch;economy;04.01.2016 19:11;0.0376889180722205;0.0266500895444513;7;3;1
13878;Fed's Mester Shrugs Off Stocks Drop and Says U.S. Economy Sound;Bloomberg;economy;04.01.2016 19:20;-0.0370867360416949;0.167705098312484;17;1;14
13864;The US Economy's Latest Growth Is Looking Increasingly Frail;Wall Street Journal (blog);economy;04.01.2016 19:24;-0.125;-0.0477351634891233;66;13;25
13874;A Foreshadowing of a Global Economic Slowdown?;The Atlantic;economy;04.01.2016 19:37;0;0.0894258560269365;37;2;13
13873;Why the EU Should Grant China Market Economy Status;The Diplomat;economy;04.01.2016 19:45;0.208333333333333;0.131830177128956;51;4;111
13937;Fed's Loretta Mester says China isn't a big risk to US economy;MarketWatch;economy;04.01.2016 20:00;0.00150351632601455;-0.0698299804749028;12;8;2
13914;Greece's economic crisis goes on, like an odyssey without end;The Guardian;economy;04.01.2016 20:20;0.0790569415042095;-0.0454620604658317;200;4;9
13905;Public/Private Program Seeks Entrepreneurs To Achieve ...;CleanTechnica;economy;04.01.2016 20:56;0;-0.0403995704104865;17;9;9
13960;Economy Would Be Better Off With a Republican President;The Epoch Times;economy;04.01.2016 21:40;0.208333333333333;-0.0564002529689101;1;1;6
13919;George Soros: Greek Economy will Never Recover within Eurozone;Greek Reporter;economy;04.01.2016 21:40;0.0416666666666667;-0.0260643017571343;46;1;1
13936;Underground economy big cause of unemployment;Arab News;economy;04.01.2016 22:00;0.0489047431284837;-0.0645231751510955;5;3;1
13966;Ten numbers that will tell Canada's 2016 economic story;The Globe and Mail (subscription);economy;04.01.2016 22:00;-0.209922325664756;-0.199079365079365;16;3;51
13970;Wall Street Slammed: Dow Sees Worst First Day of the Year Since '08;Fox Business;economy;04.01.2016 22:00;-0.131211634957791;-0.106944444444444;418;21;56
13925;Syrian refugees to boost BC economy, SFU students conclude;The Peak;economy;04.01.2016 22:24;0.0833333333333333;-0.167705098312484;5;1;4
14036;Government working on food and fertiliser subsidy reforms ...;Economic Times;economy;04.01.2016 23:20;0.132582521472478;0.0533001790889026;13;2;10
14004;Economists Don't Know Much About the Economy, #46523: The ...;Huffington Post;economy;05.01.2016 0:40;-0.230448064174199;-0.288684083958032;44;1;9
13969;UH economist says Hawaii's economy won't surpass 2015's growth ...;Pacific Business News (Honolulu);economy;05.01.2016 1:02;0.166666666666667;-0.0916230068848704;3;1;15
14060;Puerto Rico misses second major debt payment as economy struggles;BBC News;economy;05.01.2016 4:40;-0.118585412256314;-0.237185145989923;93;3;5
14034;China economy weighs on consumer tech spending;Phys.Org;economy;05.01.2016 8:38;0.236227795630767;0.273675168449911;10;1;2
14061;Confirmed: Brazil faces its worst economic plunge in 25 years;MercoPress;economy;05.01.2016 9:40;-0.269965277777778;-0.287367104145157;12;3;37
14054;Will More Day Care Help Boost Japan's Sluggish Economy?;NPR;economy;05.01.2016 9:57;0;0.0638491728669147;205;1;31
14086;Top 7 circular economy moments of 2015;GreenBiz;economy;05.01.2016 10:00;0;0.134829842907502;16;2;68
14180;Economic Outlook 2016: BC to fly above resource mire;Business in Vancouver;economy;05.01.2016 11:20;-0.287262129857035;0.0890718388180113;8;1;59
14094;A Slowing Chinese Economy Could Spell Fiscal Crisis;Forbes;economy;05.01.2016 12:31;-0.0883883476483184;-0.477884392092465;9;1;7
14173;Dragon Tail Risk for World Economy on Higher Fear of China Slump;Bloomberg;economy;05.01.2016 13:00;-0.108253175473055;-0.0446521567694851;15;3;1
14135;What a strong US dollar means for the Russian economy;RT;economy;05.01.2016 13:34;-0.0296463530640786;0.0316237267910322;38;14;35
14142;10 Economic Surprises for 2016;Fortune;economy;05.01.2016 13:40;0;-0.0469861573768565;52;5;89
14147;The web economy will chopshop the car industry;Gigaom;economy;05.01.2016 14:49;0;-0.110018367346939;6;4;25
14197;BlackRock Warns on Bonds as Fed Officials Shrug Off Stock Rout;Bloomberg;economy;05.01.2016 15:00;0.226133508433323;0.193668377584443;34;1;269
14170;Amid Tensions With Saudi Arabia, Grim News for Iran's Economy;Wall Street Journal (blog);economy;05.01.2016 16:21;-0.148231765320393;0.101531935040358;33;2;5
14188;Why the High-Growth Era Is Over for the Chinese Economy;TheStreet.com;economy;05.01.2016 16:54;-0.188444590361102;0.0746202507244636;23;2;1
14200;'Dr. Doom' says U.S. economy is headed for recession in 2016;bnn.ca;economy;05.01.2016 17:20;0;-0.153215730576706;12;6;2
14219;Lagarde urges Nigeria to diversify its economy away from oil;Deutsche Welle;economy;05.01.2016 17:40;-0.12846752994434;-0.21320071635561;10;7;3
14208;Germany is the world's strongest economy;Quartz;economy;05.01.2016 18:00;0;0.364758588829653;62;7;55
14265;Saudi Arabia faces 'economic bomb' and hikes gas prices 50%;CNNMoney;economy;05.01.2016 18:00;0;0.258333333333333;2198;58;337
14267;Why global economic disaster is an unlikely event;Financial Times;economy;05.01.2016 18:20;-0.121533978016438;-0.0537359021226253;189;5;240
14215;CTF claims NDP is solely responsible for economy troubles;630ched.com;economy;05.01.2016 18:53;0.0416666666666667;-0.101122382180626;130;1;1
14225;Chief economists at Canada's big banks predict rocky year for ...;CBC.ca;economy;05.01.2016 19:20;0.0378814511374338;-0.00425258635899851;153;4;21
14226;Text of Bernie Sanders' Wall Street and economy speech;MarketWatch;economy;05.01.2016 20:16;-0.21875;0.230967442718578;779;5;2
14238;Here's How India Can Become a More Prosperous, Green Economy;Huffington Post;economy;05.01.2016 20:20;0.0711512473537885;-0.0334564611894568;24;1;4
14269;Racial Identity, and Its Hostilities, Return to American Politics;New York Times;economy;05.01.2016 20:20;0.0138888888888889;-0.0355967933447463;1291;18;300
14319;Finance Minister needs to take initiatives to stimulate demand, says CII President;DNA India;economy;05.01.2016 20:37;0.124290682950545;0.245509013814894;4;1;2
14322;Five economic fears behind the Chinese stock slide that shook world ...;Los Angeles Times;economy;05.01.2016 22:00;0;-0.179575138840035;29;43;24
14262;The Philippine economy and Benigno Aquino III's presidency, 2010 ...;Philippine Star;economy;05.01.2016 22:00;0.0883883476483184;-0.106600358177805;34;1;18
14251;Does Houston's oil economy spell trouble for Texas?;CNBC;economy;05.01.2016 22:09;0;-0.0310529373947407;35;1;54
14268;Record-high sales hit Canada's auto industry in 2015 amid slow ...;Globalnews.ca;economy;05.01.2016 22:47;-0.0395284707521047;-0.05124322448437;12;3;5
14342;How a Dog and the On-Demand Economy Helped Me Get a Job in ...;BostInno;economy;05.01.2016 23:40;-0.186052799968826;-0.0574099158464807;23;1;26
14279;MacLean: Trans-Pacific Partnership deal key to diversifying Alberta's ...;Calgary Herald;economy;06.01.2016 0:03;0;-0.197759963026368;21;1;8
14309;What's Next for the World Economy?;The National Interest Online;economy;06.01.2016 0:20;0;-0.133250447722257;16;3;8
14358;The economic outlook for 2016;BBC News;economy;06.01.2016 1:20;0;0.0455639859325515;82;6;83
14296;Despite lagging economy, Albertans are doubling down on ...;Calgary Sun;economy;06.01.2016 2:08;-0.0739331699599997;-0.0545544725589981;21;1;1
14301;Asean Economic Community faces numerous challenges;South China Morning Post (subscription);economy;06.01.2016 2:20;0;0.0774444444444445;3;13;2
14300;Asia stocks fall on China yuan, economy worries;Reuters;economy;06.01.2016 2:53;0.194290682701026;0.0883579829566855;257;21;67
14317;Some of the government policies are tough on the economy;Vanguard;economy;06.01.2016 4:19;0.116114882834308;-0.049029033784546;26;1;1
14348;Dilma Rousseff Aims to Kick-Start Brazil's Economy;teleSUR English;economy;06.01.2016 4:20;0;-0.0545544725589981;2;1;6
14343;Key recommendations by business community for Singapore's ...;The Straits Times;economy;06.01.2016 4:40;-0.188982236504614;0.0045462060465831;14;1;50
14328;Simonomics: The Good-Bad-Ugly of the Global Economy;OZY;economy;06.01.2016 5:07;0;-0.104453627724592;10;1;13
14350;High-rise residents fight sharing economy over reports of 'pop-up ...;ABC Online;economy;06.01.2016 6:57;-0.113066754216661;0.0222084079537095;167;16;36
14377;Lodha report could change cricket's TV economy;ESPNcricinfo.com;economy;06.01.2016 9:26;0.0192919366431793;-0.179773123876669;72;1;1
14382;UK service growth slows in December, economic pickup weaker ...;Reuters UK;economy;06.01.2016 9:44;-0.125;-0.075;26;9;6
14401;Research might lead to a cheaper, more efficient, hydrogen economy;Phys.Org;economy;06.01.2016 11:38;-0.221359436211787;-0.0108601257321393;245;30;14
14406;Who will save the global economy now?;The Week Magazine;economy;06.01.2016 11:40;0;0.112222222222222;31;8;4
14646;World Bank Sees Global Growth Sputtering Along Amid China Slump;Bloomberg;economy;06.01.2016 12:17;0.0395284707521047;-0.0721687836487032;157;12;76
14440;Cost of living continues to rise as economy falters;CBC.ca;economy;06.01.2016 13:20;0.0509722222222223;0.0095;10;1;1
14442;Brent Oil Tumbles to 11-Year Low as Weak Economy May Curb ...;Bloomberg;economy;06.01.2016 14:53;-0.279526142368968;-0.25331605274406;37;1;31
14452;Strong US private payrolls data point to economy's resilience;Reuters UK;economy;06.01.2016 15:00;0.197916666666667;-0.304336680288587;51;9;21
14448;Service Companies Outpace Manufacturers, Sustaining U.S. Economy;Bloomberg;economy;06.01.2016 15:02;0;0.00637887953849786;17;1;4
14447;Dollar Rises Amid China Economy Concerns;Wall Street Journal;economy;06.01.2016 15:09;0.153093108923949;-0.0528526118964115;4;1;1
14529;Canadian dollar slid to 12-year low of 70 cents today as bets on rate ...;Financial Post;economy;06.01.2016 15:20;-0.199345383018442;-0.0680555555555556;666;7;184
14470;US Stocks Slide on China Worries, Sharp Drop in Oil;Wall Street Journal;economy;06.01.2016 15:40;0.135055608403025;-0.118247434349084;210;14;26
14661;Lagarde urges Nigeria to shore up government finances as global ...;Public Finance International;economy;06.01.2016 15:40;0.0329403922934207;0.0294627825494395;2;1;1
14472;Economy Created 257K Jobs in December, More Than Expected: ADP;NBCNews.com;economy;06.01.2016 16:00;0;0.0343693177121688;12;2;6
14461;The US Economy is 'Becoming More Vulnerable';DailyFinance;economy;06.01.2016 16:08;0;0.0201666666666667;15;1;5
14548;World's Illicit Economy Rapidly Expanding, Research Finds;VOA Khmer (English);economy;06.01.2016 17:20;0;0.0266500895444513;3;1;1
14488;Private Payrolls, Service Industries: U.S. Economic Takeaways;Bloomberg;economy;06.01.2016 17:23;0;0.0521286035142687;4;1;2
14489;Mobile Technology Predictions for The App Economy in 2016;Forbes;economy;06.01.2016 17:50;0.0441941738241592;0.164583333333333;34;6;439
14626;Global-Growth Worries, Oil Plunge Send Stocks Plunging;Fox Business;economy;06.01.2016 18:00;-0.0441941738241592;0.139378517916178;79;2;12
14491;Exclusive: See How Big the Gig Economy Really Is;TIME;economy;06.01.2016 18:07;0.131701388888889;-0.0933970812963981;120;4;293
14530;Apple's App Economy Indicates Increasing iPhone Sales Momentum;Seeking Alpha;economy;06.01.2016 18:20;0;-0.073543550676819;4;1;2
14492;Supply-Side Constraints Mounting Pressure to Chinese Economy;DailyFX;economy;06.01.2016 18:27;-0.0883883476483184;0.0231682682285638;12;1;3
14544;Concern for China's economy as currency sinks near 5-year low;Financial Times;economy;06.01.2016 19:20;-0.286581412952759;-0.155258606984396;94;5;24
14514;Fed Minutes Show Some Concern on Economic Outlook;New York Times;economy;06.01.2016 19:30;0.150076048611207;0.058925565098879;86;7;281
14521;Saudi Arabia's troubled economy could bring down ruling House of ...;The Independent;economy;06.01.2016 19:59;-0.326109883704864;-0.0489185269349197;54;5;2
14604;Economist at Durham forum says trusting entrepreneurship will grow ...;Triangle Business Journal;economy;06.01.2016 21:00;0.208333333333333;-0.136386181397495;6;4;5
14536;Deep Dive: Biggest Part of Economy Holding Up;Bloomberg;economy;06.01.2016 21:16;0.14510420405599;0;6;1;2
14533;What a Failed TPP Would Mean for the US Economy;Fortune;economy;06.01.2016 21:23;0.0395284707521047;-0.0890530310035423;23;4;4
14867;Singapore's Growth May Be Weaker than First Thought;Bloomberg;economy;06.01.2016 21:54;-0.055242717280199;0.000643823584043268;23;1;9
14554;When The Fed Hiked Interest Rates, It Bet Washington Was Done ...;Forbes;economy;06.01.2016 22:00;0.113066754216661;-0.427384929079357;37;3;12
14569;Jobs report could shed light on slowing economy;USA TODAY;economy;06.01.2016 22:42;0.0824120014790637;0.0287793331901691;12;1;8
14579;Here's How Big the Gig Economy Really Is;Fortune;economy;06.01.2016 23:20;0.115088994333748;-0.0159183673469388;42;1;54
14585;George Osborne warns UK economy faces 'cocktail of threats';The Guardian;economy;07.01.2016 0:01;0;-0.127577590769957;728;27;33
14586;US economy solid despite market sell-off, experts say;DesMoinesRegister.com;economy;07.01.2016 0:47;-0.09375;-0.106395555442219;5;1;2
14615;Judging by Bonds, U.S. Economy Is Falling Short of Fed Goals;Bloomberg;economy;07.01.2016 2:20;-0.178497458224459;0.035311368646398;8;1;14
14607;Maduro names young hardliner to run Venezuela's ailing economy;Reuters;economy;07.01.2016 2:23;-0.286111111111111;0.0533001790889026;52;2;5
14603;Andrew Coyne: Think of the economy as an ecosystem, not a machine;National Post;economy;07.01.2016 2:28;-0.102239110168996;0.132299684949774;31;1;1
14679;Fears for world economy wreak carnage on stocks and oil;AFP via Yahoo! News;economy;07.01.2016 2:29;-0.0790569415042095;-0.0628190952825521;147;12;32
14601;Russian Economy Killers: Oil and Sanctions;Voice of America;economy;07.01.2016 2:33;-0.0510310363079829;-0.260823979591837;33;3;8
14610;The Infrastructure Cure For The Economy;Huffington Post;economy;07.01.2016 2:42;0.0510310363079829;-0.0115359978432048;25;1;6
14624;Top 5 factors why Sensex slumped over 400 points;Economic Times;economy;07.01.2016 5:00;0;-0.195482263178508;30;4;3
14653;Asian stocks plunge after China suspends trade early;CNBC;economy;07.01.2016 6:00;0.276213586400995;-0.319801074533416;1153;17;137
